Title; Author; Year; Original_line
Косарь; Алексей Кольцов; 1836; Родился на свет
Косарь; Алексей Кольцов; 1836; У меня ль плечо —
Косарь; Алексей Кольцов; 1836; Шире дедова
Косарь; Алексей Кольцов; 1836; Грудь высокая —
Косарь; Алексей Кольцов; 1836; Моей матушки
Косарь; Алексей Кольцов; 1836; На лице моем
Косарь; Алексей Кольцов; 1836; Кровь отцовская
Косарь; Алексей Кольцов; 1836; В молоке зажгла
Косарь; Алексей Кольцов; 1836; Зорю красную
Косарь; Алексей Кольцов; 1836; Кудри черные
Косарь; Алексей Кольцов; 1836; Лежат скобкою
Косарь; Алексей Кольцов; 1836; Что работаю —
Косарь; Алексей Кольцов; 1836; Все мне спорится
Косарь; Алексей Кольцов; 1836; Да в несчастный день
Косарь; Алексей Кольцов; 1836; В бесталанный час
Косарь; Алексей Кольцов; 1836; Без сорочки я
Косарь; Алексей Кольцов; 1836; Родился на свет
Косарь; Алексей Кольцов; 1836; Прошлой осенью
Косарь; Алексей Кольцов; 1836; Я за Грунюшку
Косарь; Алексей Кольцов; 1836; Дочку старосты
Косарь; Алексей Кольцов; 1836; Долго сватался
Косарь; Алексей Кольцов; 1836; А он старый хрен
Косарь; Алексей Кольцов; 1836; Заупрямился
Косарь; Алексей Кольцов; 1836; За кого же он
Косарь; Алексей Кольцов; 1836; Выдаст Грунюшку
Косарь; Алексей Кольцов; 1836; Не возьму я в толк
Косарь; Алексей Кольцов; 1836; Не придумаю…
Косарь; Алексей Кольцов; 1836; Я ль за тем гонюсь
Косарь; Алексей Кольцов; 1836; Что отец ее
Косарь; Алексей Кольцов; 1836; Богачом слывет
Косарь; Алексей Кольцов; 1836; Пускай дом его —
Косарь; Алексей Кольцов; 1836; Чаша полная
Косарь; Алексей Кольцов; 1836; Я ее хочу
Косарь; Алексей Кольцов; 1836; Я по ней крушусь
Косарь; Алексей Кольцов; 1836; Лицо белое —
Косарь; Алексей Кольцов; 1836; Заря алая
Косарь; Алексей Кольцов; 1836; Щеки полные
Косарь; Алексей Кольцов; 1836; Глаза темные
Косарь; Алексей Кольцов; 1836; Свели молодца
Косарь; Алексей Кольцов; 1836; С умаразума…
Косарь; Алексей Кольцов; 1836; Ах вчера по мне
Косарь; Алексей Кольцов; 1836; Ты так плакала
Косарь; Алексей Кольцов; 1836; Наотрез старик
Косарь; Алексей Кольцов; 1836; Отказал вчера…
Косарь; Алексей Кольцов; 1836; Ох не свыкнуться
Косарь; Алексей Кольцов; 1836; С этой горестью…
Косарь; Алексей Кольцов; 1836; Я куплю себе
Косарь; Алексей Кольцов; 1836; Косу новую
Косарь; Алексей Кольцов; 1836; Отобью ее
Косарь; Алексей Кольцов; 1836; Наточу ее —
Косарь; Алексей Кольцов; 1836; И простипрощай
Косарь; Алексей Кольцов; 1836; Село родное
Косарь; Алексей Кольцов; 1836; Не плачь Грунюшка
Косарь; Алексей Кольцов; 1836; Косой вострою
Косарь; Алексей Кольцов; 1836; Не подрежусь я…
Косарь; Алексей Кольцов; 1836; Ты прости село
Косарь; Алексей Кольцов; 1836; Прости староста
Косарь; Алексей Кольцов; 1836; В края дальние
Косарь; Алексей Кольцов; 1836; Пойдет молодец
Косарь; Алексей Кольцов; 1836; Что вниз по Дону
Косарь; Алексей Кольцов; 1836; По набережью
Косарь; Алексей Кольцов; 1836; Хороши стоят
Косарь; Алексей Кольцов; 1836; Там слободушки
Косарь; Алексей Кольцов; 1836; Степь раздольная
Косарь; Алексей Кольцов; 1836; Далеко вокруг
Косарь; Алексей Кольцов; 1836; Широко лежит
Косарь; Алексей Кольцов; 1836; Ковылойтравой
Косарь; Алексей Кольцов; 1836; Расстилается
Косарь; Алексей Кольцов; 1836; Ax ты степь моя
Косарь; Алексей Кольцов; 1836; Степь привольная
Косарь; Алексей Кольцов; 1836; Широко ты степь
Косарь; Алексей Кольцов; 1836; Пораскинулась
Косарь; Алексей Кольцов; 1836; К морю Черному
Косарь; Алексей Кольцов; 1836; Понадвинулась
Косарь; Алексей Кольцов; 1836; В гости я к тебе
Косарь; Алексей Кольцов; 1836; Не один пришел
Косарь; Алексей Кольцов; 1836; Я пришел самдруг
Косарь; Алексей Кольцов; 1836; С косой вострою
Косарь; Алексей Кольцов; 1836; Мне давно гулять
Косарь; Алексей Кольцов; 1836; По траве степной
Косарь; Алексей Кольцов; 1836; Вдоль и поперек
Косарь; Алексей Кольцов; 1836; С ней хотелося…
Славная осень (отрывок из стихотворения «Железная дорога»); Николай Некрасов; 1864; Славная осень Здоровый ядреный
Славная осень (отрывок из стихотворения «Железная дорога»); Николай Некрасов; 1864; Воздух усталые силы бодрит
Славная осень (отрывок из стихотворения «Железная дорога»); Николай Некрасов; 1864; Лёд неокрепший на речке студёной
Славная осень (отрывок из стихотворения «Железная дорога»); Николай Некрасов; 1864; Словно как тающий сахар лежит
«Я» и «Ты»; Андрей Белый; 1918; Говорят что «я» и «ты» —
«Я» и «Ты»; Андрей Белый; 1918; Мы телами столкнуты
Вам; Велимир Хлебников; 1922; Могилы вольности — Каргебиль и Гуниб
Вам; Велимир Хлебников; 1922; Были соразделителями со мной единых зрелищ
Вам; Велимир Хлебников; 1922; И за столом присутствуя они б
Вам; Велимир Хлебников; 1922; Мне не воскликнули б «Что что товарищ мелешь»
Вам; Велимир Хлебников; 1922; Боец боровшийся не поборов чуму
Вам; Велимир Хлебников; 1922; Пал около дороги круторогий бык
Вам; Велимир Хлебников; 1922; Чтобы невопрошающих — к чему
Вам; Велимир Хлебников; 1922; Узнать дух с радостью владык
Вам; Велимир Хлебников; 1922; Когда наших коней то бег то рысь вспугнули их
Вам; Велимир Хлебников; 1922; Пару рассеянногордых орлов
Вам; Велимир Хлебников; 1922; Ветер неосязуемый для нас и тих
Вам; Велимир Хлебников; 1922; Вздымал их царственно на гордый лов
Вам; Велимир Хлебников; 1922; Вселенной повинуяся указу
Вам; Велимир Хлебников; 1922; Вздымался гор ряд долгий
Вам; Велимир Хлебников; 1922; Я путешествовал по Кавказу
Вам; Велимир Хлебников; 1922; И думал о далекой Волге
Вам; Велимир Хлебников; 1922; Конь закинув резво шею
Вам; Велимир Хлебников; 1922; Скакал по легкой складке бездны
Вам; Велимир Хлебников; 1922; С ужасом в борьбе невольной хорошея
Вам; Велимир Хлебников; 1922; Я думал что заниматься числами над бездною полезно
Вам; Велимир Хлебников; 1922; Невольно числа я слагал
Вам; Велимир Хлебников; 1922; Как бы возвратясь ко дням творенья
Вам; Велимир Хлебников; 1922; И вычислял когда последний галл
Вам; Велимир Хлебников; 1922; Умрет не получив удовлетворенья
Вам; Велимир Хлебников; 1922; Далёко в пропасти шумит река
Вам; Велимир Хлебников; 1922; К ней белокрасные просыпались мела
Вам; Велимир Хлебников; 1922; Я думал о природе что дика
Вам; Велимир Хлебников; 1922; И страшной прелестью мила
Вам; Велимир Хлебников; 1922; Я думал о России которая сменой тундр тайги степей
Вам; Велимир Хлебников; 1922; Похожа на один божественно звучащий стих
Вам; Велимир Хлебников; 1922; И в это время воздух освободился от цепей
Вам; Велимир Хлебников; 1922; И смолк погас и стих
Вам; Велимир Хлебников; 1922; И вдруг на веселой площадке
Вам; Велимир Хлебников; 1922; Которая на городскую торговку цветами похожа
Вам; Велимир Хлебников; 1922; Зная как городские люди к цвету падки
Вам; Велимир Хлебников; 1922; Весело предлагала цвет свой прохожим 
Вам; Велимир Хлебников; 1922; Увидел я камень камню подобный под коим пророк
Вам; Велимир Хлебников; 1922; Похоронен скошен он над плитой и увенчан чалмой
Вам; Велимир Хлебников; 1922; И мощи старинной раковины изогнуты в козлиный рог
Вам; Велимир Хлебников; 1922; На камне выступали казалось образ бога камень увенчал мой
Вам; Велимир Хлебников; 1922; Среди гольцов на одинокой поляне
Вам; Велимир Хлебников; 1922; Где дикий жертвенник дикому богу готов
Вам; Велимир Хлебников; 1922; Я как бы присутствовал на моляне
Вам; Велимир Хлебников; 1922; Священному камню священных цветов
Вам; Велимир Хлебников; 1922; Свершался предо мной таинственный обряд
Вам; Велимир Хлебников; 1922; Склоняли голову цветы
Вам; Велимир Хлебников; 1922; Закат был пламенем объят
Вам; Велимир Хлебников; 1922; С раздумьем вечером свиты…
Вам; Велимир Хлебников; 1922; Какой какой тысячекост
Вам; Велимир Хлебников; 1922; Грознокрылат полуморской
Вам; Велимир Хлебников; 1922; Над морем островом подъемлет хвост
Вам; Велимир Хлебников; 1922; Полунеземной объят тоской
Вам; Велимир Хлебников; 1922; Тогда живая и быстроглазая ракушка была его свидетель
Вам; Велимир Хлебников; 1922; Ныне — уже умерший но как и раньше зоркий камень
Вам; Велимир Хлебников; 1922; Цветы обступили его как учителя дети
Вам; Велимир Хлебников; 1922; Его — взиравшего веками
Вам; Велимир Хлебников; 1922; И ныне он как с новгородичами беседует о водяном
Вам; Велимир Хлебников; 1922; И как Садко берет на руки ветхогусли —
Вам; Велимир Хлебников; 1922; Теперь когда Кавказом моря ощеренным дном
Вам; Велимир Хлебников; 1922; В нем жизни сны давно потускли
Вам; Велимир Хлебников; 1922; Так среди «Записки кушетки» и «Нежный Иосиф»
Вам; Велимир Хлебников; 1922; «Подвиги Александра» ваяете чудесными руками —
Вам; Велимир Хлебников; 1922; Как среди цветов колосьев
Вам; Велимир Хлебников; 1922; С рогом чудесным виден камень
Вам; Велимир Хлебников; 1922; То было более чем случай
Вам; Велимир Хлебников; 1922; Цветы молилися казалось пред времен давно прошедших слом
Вам; Велимир Хлебников; 1922; О доле нежной о доле лучшей
Вам; Велимир Хлебников; 1922; Луга топтались их ослом
Вам; Велимир Хлебников; 1922; Здесь лег войною меч Искандров
Вам; Велимир Хлебников; 1922; Здесь юноша загнал народы в медь
Вам; Велимир Хлебников; 1922; Здесь истребил победителя леса ндрав
Вам; Велимир Хлебников; 1922; И уловил народы в сеть
Любовь; Иосиф Бродский; 1971; Я дважды пробуждался этой ночью
Любовь; Иосиф Бродский; 1971; и брел к окну и фонари в окне
Любовь; Иосиф Бродский; 1971; обрывок фразы сказанной во сне
Любовь; Иосиф Бродский; 1971; сводя на нет подобно многоточью
Любовь; Иосиф Бродский; 1971; не приносили утешенья мне
Шестое чувство; Николай Гумилев; 1920; Прекрасно в нас влюбленное вино
Шестое чувство; Николай Гумилев; 1920; И добрый хлеб что в печь для нас садится
Шестое чувство; Николай Гумилев; 1920; И женщина которою дано
Шестое чувство; Николай Гумилев; 1920; Сперва измучившись нам насладиться
К стихам; Анна Ахматова; 1962; Вы так вели по бездорожью
К стихам; Анна Ахматова; 1962; Как в мрак падучая звезда
К стихам; Анна Ахматова; 1962; Вы были горечью и ложью
К стихам; Анна Ахматова; 1962; А утешеньем — никогда
Письма к стене; Иосиф Бродский; Год написания не известен; Сохрани мою тень Не могу объяснить Извини
Письма к стене; Иосиф Бродский; Год написания не известен; Это нужно теперь Сохрани мою тень сохрани
Письма к стене; Иосиф Бродский; Год написания не известен; За твоею спиной умолкает в кустах беготня
Письма к стене; Иосиф Бродский; Год написания не известен; Мне пора уходить Ты останешься после меня
Письма к стене; Иосиф Бродский; Год написания не известен; До свиданья стена Я пошел Пусть приснятся кусты
Письма к стене; Иосиф Бродский; Год написания не известен; Вдоль уснувших больниц Освещенный луной Как и ты
Письма к стене; Иосиф Бродский; Год написания не известен; Постараюсь навек сохранить этот вечер в груди
Письма к стене; Иосиф Бродский; Год написания не известен; Не сердись на меня Нужно чтото иметь позади
Пролог (Я разный); Евгений Евтушенко; 1955; Я разный —
Пролог (Я разный); Евгений Евтушенко; 1955; я натруженный и праздный
Пролог (Я разный); Евгений Евтушенко; 1955; Я целе
Пролог (Я разный); Евгений Евтушенко; 1955; и нецелесообразный
Пролог (Я разный); Евгений Евтушенко; 1955; Я весь несовместимый
Пролог (Я разный); Евгений Евтушенко; 1955; неудобный
Пролог (Я разный); Евгений Евтушенко; 1955; застенчивый и наглый
Пролог (Я разный); Евгений Евтушенко; 1955; злой и добрый
Пролог (Я разный); Евгений Евтушенко; 1955; Я так люблю
Пролог (Я разный); Евгений Евтушенко; 1955; чтоб все перемежалось
Пролог (Я разный); Евгений Евтушенко; 1955; И столько всякого во мне перемешалось
Пролог (Я разный); Евгений Евтушенко; 1955; от запада
Пролог (Я разный); Евгений Евтушенко; 1955; и до востока
Пролог (Я разный); Евгений Евтушенко; 1955; от зависти
Пролог (Я разный); Евгений Евтушенко; 1955; и до восторга
Пролог (Я разный); Евгений Евтушенко; 1955; Я знаю — вы мне скажете
Пролог (Я разный); Евгений Евтушенко; 1955; «Где цельность»
Пролог (Я разный); Евгений Евтушенко; 1955; О в этом всем огромная есть ценность
Пролог (Я разный); Евгений Евтушенко; 1955; Я вам необходим
Пролог (Я разный); Евгений Евтушенко; 1955; Я доверху завален
Пролог (Я разный); Евгений Евтушенко; 1955; как сеном молодым
Пролог (Я разный); Евгений Евтушенко; 1955; машина грузовая
Пролог (Я разный); Евгений Евтушенко; 1955; Лечу сквозь голоса
Пролог (Я разный); Евгений Евтушенко; 1955; сквозь ветки свет и щебет
Пролог (Я разный); Евгений Евтушенко; 1955; и —
Пролог (Я разный); Евгений Евтушенко; 1955; бабочки
Пролог (Я разный); Евгений Евтушенко; 1955; в глаза
Пролог (Я разный); Евгений Евтушенко; 1955; и —
Пролог (Я разный); Евгений Евтушенко; 1955; сено
Пролог (Я разный); Евгений Евтушенко; 1955; прет
Пролог (Я разный); Евгений Евтушенко; 1955; сквозь щели
Пролог (Я разный); Евгений Евтушенко; 1955; Да здравствуют движение и жаркость
Пролог (Я разный); Евгений Евтушенко; 1955; и жадность
Пролог (Я разный); Евгений Евтушенко; 1955; торжествующая жадность
Пролог (Я разный); Евгений Евтушенко; 1955; Границы мне мешают…
Пролог (Я разный); Евгений Евтушенко; 1955; Мне неловко
Пролог (Я разный); Евгений Евтушенко; 1955; не знать БуэносАйреса
Пролог (Я разный); Евгений Евтушенко; 1955; НьюЙорка
Пролог (Я разный); Евгений Евтушенко; 1955; Хочу шататься сколько надо Лондоном
Пролог (Я разный); Евгений Евтушенко; 1955; со всеми говорить —
Пролог (Я разный); Евгений Евтушенко; 1955; пускай на ломаном
Пролог (Я разный); Евгений Евтушенко; 1955; Мальчишкой
Пролог (Я разный); Евгений Евтушенко; 1955; на автобусе повисшим
Пролог (Я разный); Евгений Евтушенко; 1955; Хочу проехать утренним Парижем
Пролог (Я разный); Евгений Евтушенко; 1955; Хочу искусства разного
Пролог (Я разный); Евгений Евтушенко; 1955; как я
Пролог (Я разный); Евгений Евтушенко; 1955; Пусть мне искусство не дает житья
Пролог (Я разный); Евгений Евтушенко; 1955; и обступает пусть со всех сторон…
Пролог (Я разный); Евгений Евтушенко; 1955; Да я и так искусством осажден
Пролог (Я разный); Евгений Евтушенко; 1955; Я в самом разном сам собой увиден
Пролог (Я разный); Евгений Евтушенко; 1955; Мне близки
Пролог (Я разный); Евгений Евтушенко; 1955; и Есенин
Пролог (Я разный); Евгений Евтушенко; 1955; и Уитмен
Пролог (Я разный); Евгений Евтушенко; 1955; и Мусоргским охваченная сцена
Пролог (Я разный); Евгений Евтушенко; 1955; и девственные линии Гогена
Пролог (Я разный); Евгений Евтушенко; 1955; Мне нравится
Пролог (Я разный); Евгений Евтушенко; 1955; и на коньках кататься
Пролог (Я разный); Евгений Евтушенко; 1955; и черкая пером
Пролог (Я разный); Евгений Евтушенко; 1955; не спать ночей
Пролог (Я разный); Евгений Евтушенко; 1955; Мне нравится
Пролог (Я разный); Евгений Евтушенко; 1955; в лицо врагу смеяться
Пролог (Я разный); Евгений Евтушенко; 1955; и женщину нести через ручей
Пролог (Я разный); Евгений Евтушенко; 1955; Вгрызаюсь в книги
Пролог (Я разный); Евгений Евтушенко; 1955; и дрова таскаю
Пролог (Я разный); Евгений Евтушенко; 1955; грущу
Пролог (Я разный); Евгений Евтушенко; 1955; чегото смутного ищу
Пролог (Я разный); Евгений Евтушенко; 1955; и алыми морозными кусками
Пролог (Я разный); Евгений Евтушенко; 1955; арбуза августовского хрущу
Пролог (Я разный); Евгений Евтушенко; 1955; Пою и пью
Пролог (Я разный); Евгений Евтушенко; 1955; не думая о смерти
Пролог (Я разный); Евгений Евтушенко; 1955; раскинув руки
Пролог (Я разный); Евгений Евтушенко; 1955; падаю в траву
Пролог (Я разный); Евгений Евтушенко; 1955; и если я умру
Пролог (Я разный); Евгений Евтушенко; 1955; на белом свете
Пролог (Я разный); Евгений Евтушенко; 1955; то я умру от счастья
Пролог (Я разный); Евгений Евтушенко; 1955; что живу
Август; Марина Цветаева; Год написания не известен; Август — астры
Август; Марина Цветаева; Год написания не известен; Август — звезды
Август; Марина Цветаева; Год написания не известен; Август — грозди
Август; Марина Цветаева; Год написания не известен; Винограда и рябины
Август; Марина Цветаева; Год написания не известен; Ржавой — август
Пускай ты выпита другим…; Сергей Есенин; 1923; Пускай ты выпита другим
Пускай ты выпита другим…; Сергей Есенин; 1923; Но мне осталось мне осталось
Пускай ты выпита другим…; Сергей Есенин; 1923; Твоих волос стеклянный дым
Пускай ты выпита другим…; Сергей Есенин; 1923; И глаз осенняя усталость
Матери; Иван Бунин; Год написания не известен; Я помню спальню и лампадку
Матери; Иван Бунин; Год написания не известен; Игрушки теплую кроватку
Матери; Иван Бунин; Год написания не известен; И милый кроткий голос твой
Матери; Иван Бунин; Год написания не известен; «Ангелхранитель над тобой»
Гренада; Михаил Светлов; 1926; Мы ехали шагом
Гренада; Михаил Светлов; 1926; Мы мчались в боях
Гренада; Михаил Светлов; 1926; И «Яблочко»песню
Гренада; Михаил Светлов; 1926; Держали в зубах
Гренада; Михаил Светлов; 1926; Ах песенку эту
Гренада; Михаил Светлов; 1926; Доныне хранит
Гренада; Михаил Светлов; 1926; Трава молодая —
Гренада; Михаил Светлов; 1926; Степной малахит
Это утро, радость эта…; Афанасий Фет; 1881; Это утро радость эта
Это утро, радость эта…; Афанасий Фет; 1881; Эта мощь и дня и света
Это утро, радость эта…; Афанасий Фет; 1881; Этот синий свод
Это утро, радость эта…; Афанасий Фет; 1881; Этот крик и вереницы
Это утро, радость эта…; Афанасий Фет; 1881; Эти стаи эти птицы
Это утро, радость эта…; Афанасий Фет; 1881; Этот говор вод
Тихая сказка; Самуил Маршак; Год написания не известен; Эту сказку ты прочтёшь
Тихая сказка; Самуил Маршак; Год написания не известен; Тихо тихо тихо…
Рас-стояние: версты, мили…; Марина Цветаева; 1922; Расстояние версты мили…
Рас-стояние: версты, мили…; Марина Цветаева; 1922; Нас рас — ставили рас — садили
Рас-стояние: версты, мили…; Марина Цветаева; 1922; Чтобы тихо себя вели
Рас-стояние: версты, мили…; Марина Цветаева; 1922; По двум разным концам земли
В театре; Агния Барто; 1938; Когда мне было
В театре; Агния Барто; 1938; Восемь лет
В театре; Агния Барто; 1938; Я пошла
В театре; Агния Барто; 1938; Смотреть балет
Творчество; Валерий Брюсов; 1895; Тень несозданных созданий
Творчество; Валерий Брюсов; 1895; Колыхается во сне
Творчество; Валерий Брюсов; 1895; Словно лопасти латаний
Творчество; Валерий Брюсов; 1895; На эмалевой стене
Конец прекрасной эпохи; Иосиф Бродский; 1969; Потому что искусство поэзии требует слов
Конец прекрасной эпохи; Иосиф Бродский; 1969; я — один из глухих облысевших угрюмых послов
Конец прекрасной эпохи; Иосиф Бродский; 1969; второсортной державы связавшейся с этой —
Конец прекрасной эпохи; Иосиф Бродский; 1969; не желая насиловать собственный мозг
Конец прекрасной эпохи; Иосиф Бродский; 1969; сам себе подавая одежду спускаюсь в киоск
Конец прекрасной эпохи; Иосиф Бродский; 1969; за вечерней газетой
Из Пиндемонти; Александр Пушкин; 1836; Не дорого ценю я громкие права
Из Пиндемонти; Александр Пушкин; 1836; От коих не одна кружится голова
Из Пиндемонти; Александр Пушкин; 1836; Я не ропщу о том что отказали боги
Из Пиндемонти; Александр Пушкин; 1836; Мне в сладкой участи оспоривать налоги
Из Пиндемонти; Александр Пушкин; 1836; Или мешать царям друг с другом воевать
Из Пиндемонти; Александр Пушкин; 1836; И мало горя мне свободно ли печать
Из Пиндемонти; Александр Пушкин; 1836; Морочит олухов иль чуткая цензура
Из Пиндемонти; Александр Пушкин; 1836; В журнальных замыслах стесняет балагура
Из Пиндемонти; Александр Пушкин; 1836; Все это видите ль слова слова слова
Из Пиндемонти; Александр Пушкин; 1836; Иные лучшие мне дороги права
Из Пиндемонти; Александр Пушкин; 1836; Иная лучшая потребна мне свобода
Из Пиндемонти; Александр Пушкин; 1836; Зависеть от царя зависеть от народа —
Из Пиндемонти; Александр Пушкин; 1836; Не все ли нам равно Бог с ними
Из Пиндемонти; Александр Пушкин; 1836; Никому
Из Пиндемонти; Александр Пушкин; 1836; Отчета не давать себе лишь самому
Из Пиндемонти; Александр Пушкин; 1836; Служить и угождать для власти для ливреи
Из Пиндемонти; Александр Пушкин; 1836; Не гнуть ни совести ни помыслов ни шеи
Из Пиндемонти; Александр Пушкин; 1836; По прихоти своей скитаться здесь и там
Из Пиндемонти; Александр Пушкин; 1836; Дивясь божественным природы красотам
Из Пиндемонти; Александр Пушкин; 1836; И пред созданьями искусств и вдохновенья
Из Пиндемонти; Александр Пушкин; 1836; Трепеща радостно в восторгах умиленья
Из Пиндемонти; Александр Пушкин; 1836; Вот счастье вот права…
Поэт и толпа; Александр Пушкин; 1828; <em>Procul este profani*< em>
Жук; Агния Барто; Год написания не известен; Мы не заметили жука
Жук; Агния Барто; Год написания не известен; И рамы зимние закрыли
Жук; Агния Барто; Год написания не известен; А он живой он жив пока
Жук; Агния Барто; Год написания не известен; Жужжит в окне
Жук; Агния Барто; Год написания не известен; Расправив крылья…
Жук; Агния Барто; Год написания не известен; И я зову на помощь маму
Жук; Агния Барто; Год написания не известен; — Там жук живой
Жук; Агния Барто; Год написания не известен; Раскроем раму
Ночь; Владимир Маяковский; 1912; Багровый и белый отброшен и скомкан
Ночь; Владимир Маяковский; 1912; в зелёный бросали горстями дукаты
Ночь; Владимир Маяковский; 1912; а чёрным ладоням сбежавшихся окон
Ночь; Владимир Маяковский; 1912; раздали горящие жёлтые карты
Каким ты был, таким остался; Михаил Исаковский; 1949; Каким ты был таким остался
Каким ты был, таким остался; Михаил Исаковский; 1949; Орел степной казак лихой…
Каким ты был, таким остался; Михаил Исаковский; 1949; Зачем ты снова повстречался
Каким ты был, таким остался; Михаил Исаковский; 1949; Зачем нарушил мой покой
Мама; Расул Гамзатов; Год написания не известен; <em>Перевод Якова Козловского< em>
Кокаинетка; Александр Вертинский; 1916; Что Вы плачете здесь одинокая глупая деточка
Кокаинетка; Александр Вертинский; 1916; Кокаином распятая в мокрых бульварах Москвы
Кокаинетка; Александр Вертинский; 1916; Вашу тонкую шейку едва прикрывает горжеточка
Кокаинетка; Александр Вертинский; 1916; Облысевшая мокрая вся и смешная как Вы…
Почта; Самуил Маршак; Год написания не известен; <strong>1< strong>
Русь советская; Сергей Есенин; 1924; Тот ураган прошел Нас мало уцелело
Русь советская; Сергей Есенин; 1924; На перекличке дружбы многих нет
Русь советская; Сергей Есенин; 1924; Я вновь вернулся в край осиротелый
Русь советская; Сергей Есенин; 1924; В котором не был восемь лет
В горах; Иосиф Бродский; 1984; <strong>1< strong>
Граф Нулин; Александр Пушкин; 1825; Пора пора рога трубят
Граф Нулин; Александр Пушкин; 1825; Псари в охотничьих уборах
Граф Нулин; Александр Пушкин; 1825; Чем свет уж на конях сидят
Граф Нулин; Александр Пушкин; 1825; Борзые прыгают на сворах
Граф Нулин; Александр Пушкин; 1825; Выходит барин на крыльцо
Граф Нулин; Александр Пушкин; 1825; Всё подбочась обозревает
Граф Нулин; Александр Пушкин; 1825; Его довольное лицо
Граф Нулин; Александр Пушкин; 1825; Приятной важностью сияет
Граф Нулин; Александр Пушкин; 1825; Чекмень затянутый на нем
Граф Нулин; Александр Пушкин; 1825; Турецкой нож за кушаком
Граф Нулин; Александр Пушкин; 1825; За пазухой во фляжке ром
Граф Нулин; Александр Пушкин; 1825; И рог на бронзовой цепочке
Граф Нулин; Александр Пушкин; 1825; В ночном чепце в одном платочке
Граф Нулин; Александр Пушкин; 1825; Глазами сонными жена
Граф Нулин; Александр Пушкин; 1825; Сердито смотрит из окна
Граф Нулин; Александр Пушкин; 1825; На сбор на псарную тревогу…
Граф Нулин; Александр Пушкин; 1825; Вот мужу подвели коня
Граф Нулин; Александр Пушкин; 1825; Он холку хвать и в стремя ногу
Граф Нулин; Александр Пушкин; 1825; Кричит жене не жди меня
Граф Нулин; Александр Пушкин; 1825; И выезжает на дорогу
Лебедушка; Сергей Есенин; 1917; Изза леса леса темного
Лебедушка; Сергей Есенин; 1917; Подымалась красна зорюшка
Лебедушка; Сергей Есенин; 1917; Рассыпала ясной радугой
Лебедушка; Сергей Есенин; 1917; Огонькилучи багровые
К ней; Андрей Белый; 1908; Травы одеты
К ней; Андрей Белый; 1908; Перлами
К ней; Андрей Белый; 1908; Гдето приветы
К ней; Андрей Белый; 1908; Грустные
К ней; Андрей Белый; 1908; Слышу — приветы
К ней; Андрей Белый; 1908; Милые
Я не любви твоей прошу…; Анна Ахматова; 1914; Я не любви твоей прошу
Я не любви твоей прошу…; Анна Ахматова; 1914; Она теперь в надежном месте
Я не любви твоей прошу…; Анна Ахматова; 1914; Поверь что я твоей невесте
Я не любви твоей прошу…; Анна Ахматова; 1914; Ревнивых писем не пишу
Я не любви твоей прошу…; Анна Ахматова; 1914; Но мудрые прими советы
Я не любви твоей прошу…; Анна Ахматова; 1914; Дай ей читать мои стихи
Я не любви твоей прошу…; Анна Ахматова; 1914; Дай ей хранить мои портреты —
Я не любви твоей прошу…; Анна Ахматова; 1914; Ведь так любезны женихи
Я не любви твоей прошу…; Анна Ахматова; 1914; А этим дурочкам нужней
Я не любви твоей прошу…; Анна Ахматова; 1914; Сознанье полное победы
Я не любви твоей прошу…; Анна Ахматова; 1914; Чем дружбы светлые беседы
Я не любви твоей прошу…; Анна Ахматова; 1914; И память первых нежных дней…
Я не любви твоей прошу…; Анна Ахматова; 1914; Когда же счастия гроши
Я не любви твоей прошу…; Анна Ахматова; 1914; Ты проживешь с подругой милой
Я не любви твоей прошу…; Анна Ахматова; 1914; И для пресыщенной души
Я не любви твоей прошу…; Анна Ахматова; 1914; Все станет сразу так постыло —
Я не любви твоей прошу…; Анна Ахматова; 1914; В мою торжественную ночь
Я не любви твоей прошу…; Анна Ахматова; 1914; Не приходи Тебя не знаю
Я не любви твоей прошу…; Анна Ахматова; 1914; И чем могла б тебе помочь
Я не любви твоей прошу…; Анна Ахматова; 1914; От счастья я не исцеляю
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; Ни тоски ни любви ни печали
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; ни тревоги ни боли в груди
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; будто целая жизнь за плечами
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; и всего полчаса впереди
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; Оглянись — и увидишь наверно
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; в переулке такси тарахтят
Ни тоски, ни любви, ни печали; Иосиф Бродский; Год написания не известен; за церковной оградой деревья
